image_id,label
test_1000a,candy
test_1000b,candy
test_1000c,coffee
test_1000d,water
test_1001a,water
test_1001b,coffee
test_1001c,water
test_1001d,coffee
test_1002a,candy
test_1002b,water
test_1002c,coffee
test_1002d,candy
test_1003a,water
test_1003b,water
test_1003c,candy
test_1003d,candy
test_1004a,chocolate
test_1004b,water
test_1004c,coffee
test_1004d,candy
test_1005a,water
test_1005b,coffee
test_1005c,coffee
test_1005d,candy
test_1006a,coffee
test_1006b,coffee
test_1006c,candy
test_1006d,coffee
test_1007a,water
test_1007b,water
test_1007c,coffee
test_1007d,candy
test_1008a,coffee
test_1008b,candy
test_1008c,water
test_1008d,coffee
test_1009a,water
test_1009b,coffee
test_1009c,water
test_1009d,candy
test_1010a,coffee
test_1010b,coffee
test_1010c,water
test_1010d,water
test_1011a,coffee
test_1011b,water
test_1011c,candy
test_1011d,water
test_1012a,candy
test_1012b,water
test_1012c,candy
test_1012d,candy
test_1013a,candy
test_1013b,water
test_1013c,coffee
test_1013d,coffee
test_1014a,candy
test_1014b,coffee
test_1014c,candy
test_1014d,water
test_1015a,candy
test_1015b,coffee
test_1015c,candy
test_1015d,water
test_1016a,coffee
test_1016b,candy
test_1016c,water
test_1016d,coffee
test_1017a,candy
test_1017b,water
test_1017c,coffee
test_1017d,candy
test_1018a,candy
test_1018b,coffee
test_1018c,water
test_1018d,water
test_1019a,coffee
test_1019b,coffee
test_1019c,candy
test_1019d,coffee
test_1020a,water
test_1020b,water
test_1020c,candy
test_1020d,water
test_1021a,coffee
test_1021b,coffee
test_1021c,water
test_1021d,water
test_1022a,vinegar
test_1022b,coffee
test_1022c,candy
test_1022d,candy
test_1023a,candy
test_1023b,coffee
test_1023c,coffee
test_1023d,water
test_1024a,coffee
test_1024b,coffee
test_1024c,coffee
test_1024d,candy
test_1025a,candy
test_1025b,water
test_1025c,water
test_1025d,coffee
test_1026a,water
test_1026b,candy
test_1026c,water
test_1026d,coffee
test_1027a,candy
test_1027b,candy
test_1027c,candy
test_1027d,candy
test_1028a,candy
test_1028b,coffee
test_1028c,coffee
test_1028d,water
test_1029a,water
test_1029b,water
test_1029c,water
test_1029d,candy
test_1030a,candy
test_1030b,coffee
test_1030c,coffee
test_1030d,coffee
test_1031a,water
test_1031b,water
test_1031c,candy
test_1031d,water
test_1032a,water
test_1032b,coffee
test_1032c,water
test_1032d,water
test_1033a,water
test_1033b,coffee
test_1033c,water
test_1033d,water
test_1034a,candy
test_1034b,coffee
test_1034c,coffee
test_1034d,coffee
test_1035a,coffee
test_1035b,coffee
test_1035c,coffee
test_1035d,coffee
test_1036a,candy
test_1036b,coffee
test_1036c,coffee
test_1036d,water
test_1037a,coffee
test_1037b,water
test_1037c,coffee
test_1037d,water
test_1038a,candy
test_1038b,candy
test_1038c,candy
test_1038d,candy
test_1039a,coffee
test_1039b,candy
test_1039c,candy
test_1039d,candy
test_1040a,coffee
test_1040b,water
test_1040c,coffee
test_1040d,coffee
test_1041a,coffee
test_1041b,water
test_1041c,coffee
test_1041d,coffee
test_1042a,candy
test_1042b,coffee
test_1042c,water
test_1042d,water
test_1043a,candy
test_1043b,water
test_1043c,water
test_1043d,vinegar
test_1044a,water
test_1044b,coffee
test_1044c,coffee
test_1044d,candy
test_1045a,water
test_1045b,coffee
test_1045c,water
test_1045d,coffee
test_1046a,coffee
test_1046b,candy
test_1046c,coffee
test_1046d,coffee
test_1047a,coffee
test_1047b,water
test_1047c,coffee
test_1047d,water
test_1048a,water
test_1048b,candy
test_1048c,candy
test_1048d,candy
test_1049a,water
test_1049b,water
test_1049c,coffee
test_1049d,coffee
test_1050a,water
test_1050b,candy
test_1050c,coffee
test_1050d,chocolate
test_1051a,coffee
test_1051b,candy
test_1051c,water
test_1051d,coffee
test_1052a,coffee
test_1052b,candy
test_1052c,water
test_1052d,water
test_1053a,water
test_1053b,water
test_1053c,water
test_1053d,coffee
test_1054a,candy
test_1054b,water
test_1054c,water
test_1054d,water
test_1055a,coffee
test_1055b,water
test_1055c,candy
test_1055d,candy
test_1056a,coffee
test_1056b,coffee
test_1056c,coffee
test_1056d,coffee
test_1057a,water
test_1057b,candy
test_1057c,candy
test_1057d,water
test_1058a,candy
test_1058b,candy
test_1058c,water
test_1058d,coffee
test_1059a,coffee
test_1059b,candy
test_1059c,coffee
test_1059d,water
test_1060a,water
test_1060b,coffee
test_1060c,candy
test_1060d,coffee
test_1061a,water
test_1061b,candy
test_1061c,coffee
test_1061d,water
test_1062a,candy
test_1062b,coffee
test_1062c,water
test_1062d,coffee
test_1063a,water
test_1063b,water
test_1063c,candy
test_1063d,coffee
test_1064a,coffee
test_1064b,water
test_1064c,water
test_1064d,coffee
test_1065a,water
test_1065b,coffee
test_1065c,candy
test_1065d,water
test_1066a,coffee
test_1066b,water
test_1066c,coffee
test_1066d,coffee
test_1067a,water
test_1067b,water
test_1067c,coffee
test_1067d,water
test_1068a,water
test_1068b,coffee
test_1068c,candy
test_1068d,candy
test_1069a,coffee
test_1069b,water
test_1069c,candy
test_1069d,coffee
test_1070a,coffee
test_1070b,candy
test_1070c,water
test_1070d,water
test_1071a,candy
test_1071b,candy
test_1071c,candy
test_1071d,water
test_1072a,coffee
test_1072b,candy
test_1072c,water
test_1072d,candy
test_1073a,coffee
test_1073b,coffee
test_1073c,candy
test_1073d,water
test_1074a,water
test_1074b,coffee
test_1074c,water
test_1074d,coffee
test_1075a,candy
test_1075b,candy
test_1075c,candy
test_1075d,candy
test_1076a,candy
test_1076b,coffee
test_1076c,water
test_1076d,candy
test_1077a,coffee
test_1077b,water
test_1077c,candy
test_1077d,coffee
test_1078a,candy
test_1078b,coffee
test_1078c,water
test_1078d,candy
test_1079a,coffee
test_1079b,water
test_1079c,water
test_1079d,water
test_1080a,water
test_1080b,water
test_1080c,coffee
test_1080d,water
test_1081a,water
test_1081b,coffee
test_1081c,candy
test_1081d,water
test_1082a,water
test_1082b,coffee
test_1082c,coffee
test_1082d,coffee
test_1083a,candy
test_1083b,coffee
test_1083c,candy
test_1083d,water
test_1084a,coffee
test_1084b,water
test_1084c,water
test_1084d,candy
test_1085a,water
test_1085b,coffee
test_1085c,coffee
test_1085d,coffee
test_1086a,coffee
test_1086b,water
test_1086c,candy
test_1086d,coffee
test_1087a,water
test_1087b,water
test_1087c,water
test_1087d,coffee
test_1088a,candy
test_1088b,candy
test_1088c,coffee
test_1088d,water
test_1089a,candy
test_1089b,coffee
